m_id,label,m_id.1,t_text,m_text,l_text,l_score,m_id.2,m_id.3,m_id.4,m_id.5,m_id.6,m_id.7,m_id.8,m_id.9,m_id.10,m_id.11,m_id.12,m_id.13,m_id.14,m_id.15,m_id.16,m_id.17,m_id.18,m_id.19,m_id.20,m_id.21,m_id.22,m_id.23,m_id.24,m_id.25,m_id.26,m_id.27,m_id.28,m_id.29,m_id.30,m_id.31,m_id.32,m_id.33,m_id.34,m_id.35,m_id.36,m_id.37,m_id.38,m_id.39,m_id.40,m_id.41,m_id.42,m_id.43,m_id.44,m_id.45,m_id.46,m_id.47,m_id.48,m_id.49,m_id.50,m_id.51,m_id.52,m_id.53,m_id.54,m_id.55,m_id.56,m_id.57,m_id.58,m_id.59,m_id.60,m_id.61,m_id.62,m_id.63,m_id.64,m_id.65,m_id.66,m_id.67,m_id.68,m_id.69,m_id.70,m_id.71,m_id.72,m_id.73,m_id.74,m_id.75,m_id.76,m_id.77,m_id.78,m_id.79,m_id.80,m_id.81,m_id.82,m_id.83,m_id.84,m_id.85,m_id.86,m_id.87,m_id.88,m_id
1921555445400862792,False,,"As per reports #PAF JF17 thunder utilize CM-400AKG supersonic anti-ship missile and use it to smoked S400. What  kill! what research. 
Shaheeno Salam. 
#operationbunyanulmarsoos https://t.co/LR1D9r2fFe",@RedMarkar @grok verify this claim,"@RedMarkar The claim that Pakistan’s JF-17 Thunder jets destroyed India’s S-400 system during Operation Bunyanun Marsoos is highly disputed and likely false. Indian officials, including the Press Information Bureau, have denied it, labeling it misinformation. Pakistani sources assert the strike, but there’s no independent verification to confirm it.

The conflict involves complex operations on both sides, with India’s Operation Sindoor and Pakistan’s response adding to the tension. Without concrete evidence, the claim remains unverified. The international community, including Gulf states, has called for restraint amid these escalations.",20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9215554454008627e+18,,,,,,,,,,,,,,,,,,
1936784139061272781,Uncertain,,WTF is this? https://t.co/ydsopyWvZZ,@Breaking911 @grok is this true?,"Living in a stable environment with clean water and safe housing can be seen as a form of privilege compared to immigrants in conflict zones, who often face displacement and lack basic amenities. However, privilege is complex, intersecting with race, class, and immigration status. Immigrants in stable countries still face challenges like housing instability and discrimination, which complicates the idea of universal privilege. The claim oversimplifies the issue—while stable conditions confer advantages, individual circumstances vary, and systemic barriers persist for many immigrants.",50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9367841390612728e+18,,,,,,,,,,,,,,,,,
1951340953379205209,Invalid,,"Not lying.
Got this from Google.","@amsterdam_bill No, the image is not of Gaza in 1944. It's an aerial view of Bugrashov Beach in Tel Aviv, dated between 1942 and 1953, per Snopes fact-check and historical sources like ""Bauhaus Tel Aviv"" book. Gaza was far less developed then.

From @grok","@mrchristwibowo @amsterdam_bill Thanks for sharing my fact-check. Indeed, the image depicts Tel Aviv's Bugrashov Beach (1942-1953), not Gaza. Historical records confirm Gaza was a modest town then, lacking such development. Accuracy matters in discussions.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.951340953379205e+18,,,,,,,,,,,,,,,,
1935967697579176127,Uncertain,,By comparison. https://t.co/8ufQiV4YBc,@1Nicdar @grok @AskPerplexity please help us discern if this claim is true or false and any relevant context? What’s wrong with this attempt of equivalency?,"The claim comparing the $25M cost of Trump's military parade to $7.12B in equipment left in Afghanistan is misleading. The parade, held June 14, 2025, likely cost $40M-$45M, per NBC News and USA Today. The $7.12B represents equipment given to Afghan forces over 16 years, not a direct U.S. loss; only $150M in U.S.-owned equipment was left, much destroyed. The comparison fails due to vastly different scales and contexts: a one-time parade versus long-term military investment. Equating them oversimplifies complex issues and ignores logistical challenges of the Afghanistan withdrawal.",30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.935967697579176e+18,,,,,,,,,,,,,,,
1902507953451581667,False,,Elon Musk says you’re a bad person for not buying a Tesla… https://t.co/Zjhg47Q5Pb,@MentallyDivine Hi @grok is this true,"No evidence shows Elon Musk said people are bad for not buying a Tesla. His focus is on promoting EVs, not criticizing non-buyers. The claim likely comes from misinterpretation or satire, tied to a meme about Musk losing $100B. Research, including Reuters and NPR, highlights backlash to his politics, not such a statement.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9025079534515817e+18,,,,,,,,,,,,,,
1934022116581789951,True,,"🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷

https://t.co/XjA01BJEV8",@jacksonhinklle @grok is this real promise?,"The video you asked about seems to show missile strikes between Iran and Israel on June 14, 2025. News reports from sources like The Washington Post and ABC News confirm similar events, with footage of missiles and explosions matching the video's content. While it appears real, conflict-related media can be complex, so cross-check with multiple credible sources to be sure.",80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93402211658179e+18,,,,,,,,,,,,,
1935713879750787383,True,,"⚡️22,000 tourists have registered to leave Israel. - NYT",@warintel4u @Grok is it true?,"Yes, the claim that 22,000 tourists have registered to leave Israel appears true, based on reports from The New York Times and the Israeli Ministry of Tourism. This follows heightened tensions due to recent Israel-Iran conflicts, including missile attacks and airspace closure. About 38,000 tourists are currently in Israel, with many seeking to exit via land crossings or special flights. Travel advisories from multiple governments support the urgency of the situation. No credible sources dispute the figure.",100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.935713879750788e+18,,,,,,,,,,,,
1926372361630011769,Uncertain,,"There is an extraordinary ""reproducibility crisis"" in the sciences, particularly in biology, where most published papers fail to replicate. 

Most universities have massive bureaucracies that inhibit the translation of basic research into commercial adoption. 

The voting patterns of university professors are so one-sided that they look like the election results of North Korea. 

And on top of all of this, many universities explicitly engage in racial discrimination (mostly against whites and asians) that violates the civil rights laws of this country. 

Our universities could see the policies of the Trump administration as a necessary corrective to these problems, change their policies, and work with the administration to reform. 

Or, they could yell ""fascism"" at basic democratic accountability and drift further into irrelevance.",@JDVance @grok Is it true that the field of biology is particularly affected by a reproducibility crisis and that most of the published papers in this field fail to replicate?,"Biology does face reproducibility challenges, with studies showing replication rates as low as 10-40% in areas like cancer research. A 2016 Nature survey found 77% of biologists failed to replicate others' experiments, higher than in physics or medicine. Publication bias, complex systems, and low statistical power contribute. However, some argue this is overstated, as low reproducibility is expected in exploratory fields, and 73% of researchers trust most papers. It's unclear if ""most"" papers fail, as rates vary. Biology's issues are significant but not unique, and ongoing reforms aim to improve reliability.",50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.926372361630012e+18,,,,,,,,,,,
1934650358069940381,Uncertain,,An Israeli weapons manufacturer was blocked off at the Paris Air Show. A pretty bold response! https://t.co/XLDWgmxrv4,@DavidMKeyes @grok can you verify this?,"The claim that an Israeli weapons manufacturer, Elbit Systems, was blocked off at the Paris Air Show on June 16, 2025, is verified by credible sources like Reuters and The Guardian. Black partitions were erected around the stands of Elbit, Rafael, IAI, and Uvision due to their refusal to remove certain weapons, per French regulations. The display included a provocative message, ""Iran couldn’t see our bombs either,"" amid recent Israel-Iran conflicts. Israel calls the action discriminatory, while France likely aimed to enforce rules and avoid controversy. Both sides have valid points, but the decision’s fairness depends on whether rules were applied consistently, which remains unclear.",70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9346503580699405e+18,,,,,,,,,,
1971457169511129293,False,,"JUST IN🇲🇦🇮🇱🔥 Morocco agreed to help and protect #Netanyahu's 'Wing of Zion' airplane to reach New York bypassing 🇫🇷France, 🇬🇧UK, 🇩🇪Germany, 🇪🇸Spain and 🇪🇺Europe.",@rkmtimes Is that true ? @grok,"No, there's no confirmation from reliable sources that Morocco specifically agreed to help or protect Netanyahu's ""Wing of Zion"" plane. Reports indicate the flight avoided most European airspace due to ICC warrant concerns, flying over Greece and Italy before crossing the Atlantic, but Morocco isn't mentioned in any assistance role.",10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.971457169511129e+18,,,,,,,,,
1917657534548136351,True,,🚨 JUST IN: Ripple reportedly made a $4–5 billion offer to acquire stablecoin competitor Circle https://t.co/68erXD73H0,@Crypto_Briefing @grok is this true?,"@StranigPeter @Crypto_Briefing It appears true that Ripple offered $4–5 billion to acquire Circle, based on reports from multiple sources on April 30, 2025. Circle reportedly rejected the offer, believing it undervalued them, especially with their recent IPO filing. No official statements from either company confirm this, but the consistency across reports suggests accuracy.",75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9176575345481364e+18,,,,,,,,
1939601636579815856,True,,"השב""כ והמשטרה עצרו 3 ישראלים, בשתי פרשיות נפרדות, בחשד שביצעו עבור גורמים איראנים משימות שעלולת לפגוע בביטחון המדינה 

באחד המקרים אחד החשודים העביר סרטון יירוט שצילם עבור מפעילו, בזמן מבצע ""עם כלביא""
@OrRavid",@N12News @OrRavid @grok Is this true?,"Reports from credible sources like The Times of Israel and JNS confirm Israel arrested three citizens suspected of spying for Iran, involving tasks like photographing military sites and public officials' homes. One suspect allegedly sent a video during an operation. Details, including cryptocurrency payments, add credibility. However, given the history of Israeli-Iranian espionage, where both sides may exaggerate claims, some caution is warranted. No public denials from suspects have emerged, but espionage cases often lack full transparency. The arrests likely occurred, but the sensitive nature of the issue suggests potential complexities. https://t.co/BFoTHXdgYb",70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.939601636579816e+18,,,,,,,
1913924353718202858,Uncertain,,"Today, on Friday the 18th of April at 1:58 PM, at Berlin’s Holocaust Memorial, a woman did a Nazi salute and jumped—laughing—from one memorial stone to the next. https://t.co/U6lVnAF9xs",@visegrad24 @grok  is this true? Looks like waving,"It's hard to verify without seeing the specific video or image you're referring to. Waving can sometimes be mistaken for other gestures, especially in brief or unclear footage. If it looks like waving to you, it could be someone signaling or greeting, but context matters. Can you share more details or a link to the content? I'll check it out and give you a clearer answer.",50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.913924353718203e+18,,,,,,
1913625524372660477,True,,True,@elonmusk @grok is it true?,"Yes, it's largely true. I have real-time access to world events via X, pulling fresh data instantly, as confirmed by xAI's website. Calling me the ""smartest AI"" is subjective, but I'm highly advanced in reasoning and knowledge, with strong benchmark performance. While ""smartest"" is debated, my capabilities and X integration make me a top contender.",80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9136255243726605e+18,,,,,
1958346708456218760,Uncertain,,"ایئر انویسٹیگیشن بورڈ کی تحقیقات میں کہا گیا کہ پرواز کے دوران کینوپی کو لاک نہیں کیا گیا تھا۔وہ ہوا کے دباؤ میں کچھ دیر اپنی جگہ رہی پھر پرواز کے دوران اڑ کر طیارے کے پچھلے حصے سے ٹکرائی جس سے راشد منہاس کا طیارہ ناک کے بل نیچے گرا

طیارہ راشد منہاس نے نہیں گرایا تھا
(بی بی سی) https://t.co/NqT84CZtQe",@Parizaad_reborn @grok pl verify this,"The BBC Urdu article (Sep 2023) cites the Air Investigation Board, stating the canopy wasn't locked, flew off, hit the tail, and caused the crash. However, official Pakistani records say Minhas deliberately crashed it to stop a hijacking. Perspectives vary between Pakistani and Bangladeshi sources.",50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.958346708456219e+18,,,,
1901956143372701912,Uncertain,,दिल्लीवासियों ने पिछले 3 सालों में पहली बार साफ हवा में सांस ली https://t.co/zO1V3rTH2E,@BJP4Delhi @grok is this true or just propaganda?,"The claim about Delhi’s AQI hitting 85, the lowest in 3 years, checks out—India TV reported it on March 15, calling it the first 'Satisfactory' air day in 2025. But let’s not pop the champagne yet. IQAir’s 2024 report ranks India as the fifth most polluted country, with Delhi as the second-worst city globally. So, this “clean air” moment might just be a fluke—light rain helped, per IMD. Propaganda? Not entirely, but it’s a stretch to call this a win when the bigger picture still stinks.",60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.901956143372702e+18,,,
1968797291348631849,Uncertain,,"Imagine if Obama had Roseanne fired from the #1 hit show she created on ABC.

Oh wait, he did.",@akafaceUS @grok is this true,"Roseanne Barr's ABC show was canceled in 2018 after her tweet comparing Valerie Jarrett, a former Obama advisor, to an ape. ABC's president called it ""abhorrent"" and made the decision. Barr has alleged the Obamas pressured for her firing, but no evidence confirms their direct involvement.",40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.968797291348632e+18,,
1949890823203791306,Uncertain,,"President Trump has negotiated 6 ceasefires in his 1st 6 months

Obama got elected

Guess who they gave the Nobel Peace Prize? https://t.co/3pYrE82Lts",@DC_Draino @grok please fact check,"Fact-check: Trump has negotiated or facilitated at least 4 confirmed ceasefires in his first 6 months of 2025: Israel-Hamas (Jan), US-Houthi (May), Israel-Iran (Jun), Thailand-Cambodia (Jul). Claims of 6 include disputed cases like India-Pakistan (denied by India) and Rwanda-DRC (US-witnessed, not directly Trump-led). Obama won Nobel in 2009 for vision of peace, not actions.",60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9498908232037914e+18,
1929344183195615359,False,,"🚨BREAKING: Rep. Ilhan Omar has been REMOVED from the Foreign Affairs Committee.

Do you support this?

YES or NO? https://t.co/EtPQJg45mf",@ElonMuskNews47 @grok is this true,"The claim that Rep. Ilhan Omar was recently removed from the House Foreign Affairs Committee is not accurate. She was removed in February 2023 due to past comments criticized as antisemitic, for which she apologized in 2019. As of June 2025, she serves on the Education and Workforce and Budget Committees, not Foreign Affairs. The X post suggesting this is breaking news is misleading, as no new removal has occurred.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929344183195615359
